time_s,time_us,time_steady,dna_temp,heater_is_on,seq,srcSystem,srcComponent,time_gregorian
315964983,874200,186395,19.27850341796875,0,154,13,0,1980-01-06T03:03:03
315964984,874200,187395,19.0235595703125,0,165,13,0,1980-01-06T03:03:04
315964985,874200,188395,19.193695068359375,0,177,13,0,1980-01-06T03:03:05
315964986,874200,189395,19.0235595703125,0,190,13,0,1980-01-06T03:03:06
315964987,874200,190395,18.89544677734375,0,201,13,0,1980-01-06T03:03:07
315964988,874200,191395,18.938201904296875,0,212,13,0,1980-01-06T03:03:08
315964989,874200,192395,18.938201904296875,0,225,13,0,1980-01-06T03:03:09
315964990,874200,193395,18.89544677734375,0,237,13,0,1980-01-06T03:03:10
315964991,874200,194395,18.680999755859375,0,248,13,0,1980-01-06T03:03:11
315964992,874200,195395,18.551727294921875,0,5,13,0,1980-01-06T03:03:12
315964993,874200,196395,18.723968505859375,0,16,13,0,1980-01-06T03:03:13
315964994,874200,197395,18.465301513671875,0,27,13,0,1980-01-06T03:03:14
315964995,874200,198395,18.5948486328125,0,41,13,0,1980-01-06T03:03:15
315964996,874200,199395,18.508544921875,0,52,13,0,1980-01-06T03:03:16
315964999,805200,200395,18.335296630859375,0,63,13,0,1980-01-06T03:03:19
315965000,805200,201395,18.508544921875,0,76,13,0,1980-01-06T03:03:20
315965001,805200,202395,18.2918701171875,0,87,13,0,1980-01-06T03:03:21
315965002,805200,203395,18.204864501953125,0,99,13,0,1980-01-06T03:03:22
315965003,805200,204395,18.248382568359375,0,112,13,0,1980-01-06T03:03:23
315965004,805200,205395,18.204864501953125,0,123,13,0,1980-01-06T03:03:24
315965005,805200,206395,18.248382568359375,0,134,13,0,1980-01-06T03:03:25
315965006,805200,207395,18.248382568359375,0,147,13,0,1980-01-06T03:03:26
315965007,805200,208395,18.03021240234375,0,159,13,0,1980-01-06T03:03:27
315965008,805200,209395,17.986419677734375,0,170,13,0,1980-01-06T03:03:28
315965009,805200,210395,17.898681640625,0,183,13,0,1980-01-06T03:03:29
315965010,805200,211395,18.073944091796875,0,194,13,0,1980-01-06T03:03:30
315965011,805200,212395,17.986419677734375,0,205,13,0,1980-01-06T03:03:31
315965012,805200,213395,17.81072998046875,0,219,13,0,1980-01-06T03:03:32
315965013,805200,214395,17.678436279296875,0,230,13,0,1980-01-06T03:03:33
315965014,805200,215395,17.5899658203125,0,241,13,0,1980-01-06T03:03:34
315965015,805200,216395,17.766693115234375,0,254,13,0,1980-01-06T03:03:35
315965016,805200,217395,17.5899658203125,0,9,13,0,1980-01-06T03:03:36
315965017,805200,218395,17.5899658203125,0,21,13,0,1980-01-06T03:03:37
315965018,805200,219395,17.545654296875,0,34,13,0,1980-01-06T03:03:38
315965019,805200,220395,17.36785888671875,0,45,13,0,1980-01-06T03:03:39
315965020,805200,221395,17.323272705078125,0,56,13,0,1980-01-06T03:03:40
315965021,805200,222395,17.189208984375,0,69,13,0,1980-01-06T03:03:41
315965022,805200,223395,17.144378662109375,0,81,13,0,1980-01-06T03:03:42
315965023,805200,224395,17.144378662109375,0,92,13,0,1980-01-06T03:03:43
315965024,805200,225395,17.189208984375,0,105,13,0,1980-01-06T03:03:44
315965025,805200,226395,17.0096435546875,0,116,13,0,1980-01-06T03:03:45
315965026,805200,227395,16.8292236328125,0,127,13,0,1980-01-06T03:03:46
315965027,805200,228395,16.783966064453125,0,141,13,0,1980-01-06T03:03:47
315965028,805200,229395,16.874420166015625,0,152,13,0,1980-01-06T03:03:48
315965029,805200,230395,16.556884765625,0,163,13,0,1980-01-06T03:03:49
315965030,805200,231395,16.64788818359375,0,176,13,0,1980-01-06T03:03:50
315965031,805200,232395,16.556884765625,0,187,13,0,1980-01-06T03:03:51
315965032,805200,233395,16.23651123046875,0,199,13,0,1980-01-06T03:03:52
315965033,805200,234395,16.328338623046875,0,212,13,0,1980-01-06T03:03:53
315965034,805200,235395,16.098297119140625,0,223,13,0,1980-01-06T03:03:54
315965035,805200,236395,16.0521240234375,0,234,13,0,1980-01-06T03:03:55
315965036,805200,237395,15.9595947265625,0,247,13,0,1980-01-06T03:03:56
315965037,805200,238395,15.9595947265625,0,3,13,0,1980-01-06T03:03:57
315965038,805200,239395,15.77374267578125,0,14,13,0,1980-01-06T03:03:58
315965039,805200,240395,15.586944580078125,0,27,13,0,1980-01-06T03:03:59
315965040,805200,241395,15.352020263671875,0,38,13,0,1980-01-06T03:04:00
315965041,805200,242395,15.399139404296875,0,49,13,0,1980-01-06T03:04:01
315965042,805200,243395,15.399139404296875,0,63,13,0,1980-01-06T03:04:02
315965043,805200,244395,15.25762939453125,0,74,13,0,1980-01-06T03:04:03
315965044,805200,245395,15.162933349609375,0,85,13,0,1980-01-06T03:04:04
315965045,805200,246395,14.92510986328125,1,98,13,0,1980-01-06T03:04:05
315965046,805200,247395,16.3741455078125,1,109,13,0,1980-01-06T03:04:06
315965047,805200,248395,16.738677978515625,1,121,13,0,1980-01-06T03:04:07
315965048,805200,249395,17.678436279296875,1,134,13,0,1980-01-06T03:04:08
315965049,805200,250395,18.637939453125,1,145,13,0,1980-01-06T03:04:09
315965050,805200,251395,19.615814208984375,1,156,13,0,1980-01-06T03:04:10
315965051,805200,252395,19.9918212890625,0,169,13,0,1980-01-06T03:04:11
315965052,805200,253395,20.528717041015625,0,181,13,0,1980-01-06T03:04:12
315965053,805200,254395,20.896240234375,0,192,13,0,1980-01-06T03:04:13
315965054,805200,255395,21.26043701171875,0,205,13,0,1980-01-06T03:04:14
315965055,805200,256395,21.26043701171875,0,216,13,0,1980-01-06T03:04:15
315965056,805200,257395,21.22015380859375,0,227,13,0,1980-01-06T03:04:16
315965057,805200,258395,21.098968505859375,0,241,13,0,1980-01-06T03:04:17
315965058,805200,259395,21.139404296875,0,252,13,0,1980-01-06T03:04:18
315965059,805200,260395,21.139404296875,0,7,13,0,1980-01-06T03:04:19
315965060,805200,261395,20.97747802734375,0,20,13,0,1980-01-06T03:04:20
315965061,805200,262395,20.855560302734375,0,31,13,0,1980-01-06T03:04:21
315965062,805200,263395,20.692474365234375,0,43,13,0,1980-01-06T03:04:22
315965063,805200,264395,20.323089599609375,0,56,13,0,1980-01-06T03:04:23
315965064,805200,265395,20.281829833984375,0,67,13,0,1980-01-06T03:04:24
315965065,805200,266395,19.9085693359375,0,78,13,0,1980-01-06T03:04:25
315965066,805200,267395,19.699676513671875,0,91,13,0,1980-01-06T03:04:26
315965067,805200,268395,19.657745361328125,0,103,13,0,1980-01-06T03:04:27
315965068,805200,269395,19.40533447265625,0,114,13,0,1980-01-06T03:04:28
315965069,805200,270395,19.1512451171875,0,127,13,0,1980-01-06T03:04:29
315965070,805200,271395,18.98089599609375,0,138,13,0,1980-01-06T03:04:30
315965071,805200,272395,18.809814453125,0,149,13,0,1980-01-06T03:04:31
315965072,805200,273395,18.723968505859375,0,163,13,0,1980-01-06T03:04:32
315965073,805200,274395,18.508544921875,0,174,13,0,1980-01-06T03:04:33
315965074,805200,275395,18.335296630859375,0,185,13,0,1980-01-06T03:04:34
315965075,805200,276395,18.073944091796875,0,198,13,0,1980-01-06T03:04:35
315965076,805200,277395,17.898681640625,0,209,13,0,1980-01-06T03:04:36
315965077,805200,278395,17.766693115234375,0,221,13,0,1980-01-06T03:04:37
315965078,805200,279395,17.545654296875,0,234,13,0,1980-01-06T03:04:38
315965079,805200,280395,17.501251220703125,0,245,13,0,1980-01-06T03:04:39
315965080,805200,281395,17.36785888671875,0,0,13,0,1980-01-06T03:04:40
315965081,805200,282395,17.189208984375,0,13,13,0,1980-01-06T03:04:41
315965082,805200,283395,16.9195556640625,0,25,13,0,1980-01-06T03:04:42
315965083,805200,284395,16.738677978515625,0,36,13,0,1980-01-06T03:04:43
315965084,805200,285395,16.51129150390625,0,49,13,0,1980-01-06T03:04:44
315965085,805200,286395,16.3741455078125,0,60,13,0,1980-01-06T03:04:45
315965086,805200,287395,16.328338623046875,0,71,13,0,1980-01-06T03:04:46
315965087,805200,288395,16.23651123046875,0,85,13,0,1980-01-06T03:04:47
315965088,805200,289395,15.8203125,0,96,13,0,1980-01-06T03:04:48
315965089,805200,290395,15.68048095703125,0,107,13,0,1980-01-06T03:04:49
315965090,805200,291395,15.866790771484375,0,120,13,0,1980-01-06T03:04:50
315965091,805200,292395,15.4461669921875,0,131,13,0,1980-01-06T03:04:51
315965092,805200,293395,15.586944580078125,0,143,13,0,1980-01-06T03:04:52
315965093,805200,294395,15.4461669921875,0,156,13,0,1980-01-06T03:04:53
315965094,805200,295395,15.162933349609375,0,167,13,0,1980-01-06T03:04:54
315965095,805200,296395,15.162933349609375,0,178,13,0,1980-01-06T03:04:55
315965096,805200,297395,15.9595947265625,1,191,13,0,1980-01-06T03:04:56
315965097,805200,298395,16.0521240234375,1,203,13,0,1980-01-06T03:04:57
315965098,805200,299395,16.9195556640625,1,214,13,0,1980-01-06T03:04:58
315965099,805200,300395,17.722564697265625,1,227,13,0,1980-01-06T03:04:59
315965100,805200,301395,18.637939453125,1,238,13,0,1980-01-06T03:05:00
315965101,805200,302395,19.57379150390625,1,249,13,0,1980-01-06T03:05:01
315965102,805200,303395,19.82513427734375,0,7,13,0,1980-01-06T03:05:02
