time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian
315964833,450900,12152,9.672666566586873,102055.1972226564,59.977620588576265,-60.60750961303711,132,13,1,1980-01-06T03:00:33
315964834,450900,13152,11.913584652282974,102433.97248004576,60.101379198890506,-91.90681457519531,143,13,1,1980-01-06T03:00:34
315964835,450900,14152,11.91929487841719,102430.53917826952,60.1131991553762,-91.6239242553711,155,13,1,1980-01-06T03:00:35
315964836,450900,15152,9.692969080541683,102055.75147378855,60.01307811974771,-60.65339660644531,168,13,1,1980-01-06T03:00:36
315964837,450900,16152,9.627937606960767,102040.5435215628,60.01569952922784,-59.39517593383789,179,13,1,1980-01-06T03:00:37
315964838,450900,17152,9.664418671622865,102046.76780239839,60.03468607031912,-59.91008377075195,190,13,1,1980-01-06T03:00:38
315964839,451000,18152,9.516591146055566,102019.16146204472,60.02757011256763,-57.62468338012695,203,13,1,1980-01-06T03:00:39
315964840,451000,19152,11.961169881323098,102432.68875845303,60.149839491099,-91.80113220214844,215,13,1,1980-01-06T03:00:40
315964841,450900,20152,11.969100755316685,102432.56113248135,60.14443059240881,-91.79082489013672,226,13,1,1980-01-06T03:00:41
315964842,450900,21152,8.31653262377522,101810.28395292304,59.95229126992538,-40.319236755371094,239,13,1,1980-01-06T03:00:42
315964843,450900,22152,8.282589888689676,101804.63037309519,59.956367215424635,-39.850929260253906,250,13,1,1980-01-06T03:00:43
315964844,450900,23152,8.190595625396986,101785.969400898,59.97479934636714,-38.302547454833984,5,13,1,1980-01-06T03:00:44
315964845,450900,24152,8.19503672556641,101783.49461002664,59.99220019519339,-38.09709167480469,19,13,1,1980-01-06T03:00:45
315964846,450900,25152,12.041430358927755,102432.59597269559,60.22296144834142,-91.79340362548828,30,13,1,1980-01-06T03:00:46
315964847,450900,26152,12.058878298471086,102429.70412198301,60.28156617572701,-91.55496978759766,41,13,1,1980-01-06T03:00:47
315964848,450900,27152,8.319387620777729,101798.9442945979,60.11857097936673,-39.37908935546875,54,13,1,1980-01-06T03:00:48
315964849,451000,28152,8.407892573530352,101809.8665072573,60.14582448306788,-40.28491973876953,65,13,1,1980-01-06T03:00:49
315964850,451000,29152,8.400913685153137,101808.50109484134,60.151209572522085,-40.171600341796875,77,13,1,1980-01-06T03:00:50
315964851,450900,30152,8.483708714541194,101819.91413893035,60.15526886400575,-41.11765670776367,90,13,1,1980-01-06T03:00:51
315964852,450900,31152,12.128987326581045,102432.43495692391,60.33112209284392,-91.78050994873047,101,13,1,1980-01-06T03:00:52
2,151900,1152,12.148973168294129,102430.30427432929,60.320509192824105,-91.6045913696289,1,13,1,1970-01-01T03:00:02
3,151900,2152,9.082626788996482,101913.02914610131,60.081246937234425,-48.83572006225586,12,13,1,1970-01-01T03:00:03
7,151900,6152,12.197192995448153,102432.38052100268,60.16673361696387,-91.7760009765625,61,13,1,1970-01-01T03:00:07
315964860,213100,7152,12.21939950362887,102433.5897215518,60.179342670375426,-91.875244140625,72,13,1,1980-01-06T03:01:00
315964861,213100,8152,9.025526374087736,101887.3177661286,60.06125539399338,-46.704654693603516,83,13,1,1980-01-06T03:01:01
315964862,213100,9152,8.815206830210172,101852.9398901131,60.06251564982411,-43.854820251464844,97,13,1,1980-01-06T03:01:02
315964863,213200,10152,8.897685023150643,101859.28588514698,60.06653033344982,-44.38127136230469,108,13,1,1980-01-06T03:01:03
315964864,213200,11152,8.81013125161635,101844.76574948916,60.03932727763763,-43.177490234375,119,13,1,1980-01-06T03:01:04
315964865,213100,12152,12.29109483949544,102432.17692844338,60.15959062617806,-91.75924682617188,132,13,1,1980-01-06T03:01:05
315964866,213100,13152,12.317108205803402,102430.59348117404,60.09721009240078,-91.62843322753906,143,13,1,1980-01-06T03:01:06
315964867,213100,14152,8.772381644956681,101832.14697650028,59.87691549349154,-42.131710052490234,155,13,1,1980-01-06T03:01:07
315964868,213100,15152,8.909422310700233,101848.78953244648,59.785990802300574,-43.5109748840332,168,13,1,1980-01-06T03:01:08
315964869,213100,16152,8.740659298867854,101817.96803338802,59.726283159745485,-40.9564208984375,179,13,1,1980-01-06T03:01:09
315964870,213100,17152,8.787925598690345,101822.48354452512,59.62530255201129,-41.3306999206543,190,13,1,1980-01-06T03:01:10
315964871,213100,18152,12.399589661715277,102431.18369449262,59.696229380735936,-91.67740631103516,203,13,1,1980-01-06T03:01:11
315964872,213100,19152,12.406886101899726,102425.76199504078,59.64451459944508,-91.23018646240234,215,13,1,1980-01-06T03:01:12
315964873,213100,20152,8.695613586955393,101798.88790084947,59.36857067151147,-39.37455368041992,226,13,1,1980-01-06T03:01:13
315964874,213200,21152,8.885947737157426,101828.3812159833,59.29146300949562,-41.81959533691406,239,13,1,1980-01-06T03:01:14
315964875,213200,22152,8.78411891589094,101805.09551926449,59.24653543600111,-39.8891716003418,250,13,1,1980-01-06T03:01:15
315964876,213100,23152,8.772064421439518,101798.31670511392,59.16566106334239,-39.327239990234375,5,13,1,1980-01-06T03:01:16
315964877,213100,24152,8.81076569892466,101803.50409387129,59.12157513363362,-39.757598876953125,19,13,1,1980-01-06T03:01:17
